feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127,feature_128,feature_129,feature_130,feature_131,feature_132,feature_133,feature_134,feature_135,feature_136,feature_137,feature_138,feature_139,feature_140,feature_141,feature_142,feature_143,feature_144,feature_145,feature_146,feature_147,feature_148,feature_149,feature_150,feature_151,feature_152,feature_153,feature_154,feature_155,feature_156,feature_157,feature_158,feature_159,feature_160,feature_161,feature_162,feature_163,feature_164,feature_165,feature_166,feature_167,feature_168,feature_169,feature_170,feature_171,feature_172,feature_173,feature_174,feature_175,feature_176,feature_177,feature_178,feature_179,feature_180,feature_181,feature_182,feature_183,feature_184,feature_185,feature_186,feature_187,label
0.442947,0.687449,0.339935,0.162587,0.837603,0.949452,0.224174,0.439807,0.888890,0.304803,0.410629,0.896581,0.095892,0.979661,0.822000,0.446456,0.411623,0.730623,0.838243,0.085616,0.185580,0.447110,0.466638,0.772842,0.696427,0.577523,0.891868,0.033879,0.066429,0.946330,0.033714,0.399439,0.329842,0.005381,0.922290,0.890004,0.318388,0.974898,0.794770,0.708025,0.872143,0.986746,0.643690,0.339372,0.231496,0.404798,0.358685,0.860083,0.051254,0.911030,0.605799,0.688313,0.286697,0.276106,0.428158,0.957137,0.866148,0.548217,0.842387,0.925724,0.655629,0.232368,0.163322,0.594803,0.906468,0.355448,0.275524,0.203036,0.227078,0.066010,0.989001,0.681362,0.935632,0.540208,0.897550,0.629735,0.162781,0.992996,0.393283,0.895985,0.105586,0.318016,0.590583,0.731652,0.710179,0.613516,0.752669,0.921216,0.810701,0.226605,0.263493,0.030364,0.682418,0.455724,0.816913,0.930312,0.983769,0.493138,0.162814,0.886515,0.685011,0.779556,0.457303,0.390577,0.027535,0.213477,0.704775,0.893433,0.027099,0.240189,0.824585,0.516469,0.555511,0.395575,0.213236,0.966615,0.673299,0.445809,0.149721,0.651683,0.193337,0.273214,0.078392,0.591669,0.444575,0.292024,0.421097,0.576822,0.702603,0.808787,0.056526,0.838136,0.995469,0.486618,0.306552,0.985343,0.979072,0.006131,0.986892,0.025670,0.509976,0.372885,0.569987,0.133675,0.084299,0.155504,0.802576,0.151399,0.303661,0.120729,0.425688,0.076264,0.401067,0.661149,0.198605,0.390396,0.454745,0.347883,0.378632,0.902574,0.910990,0.340172,0.534635,0.556837,0.643955,0.182746,0.065916,0.214597,0.544560,0.236671,0.875025,0.470624,0.243628,0.410440,0.661186,0.858786,0.357793,0.047190,0.680948,0.380480,0.620739,0.678691,0.367912,0.448818,0.418302,0.114607,0.404368,0.001149,1.000000
0.095997,0.210709,0.352626,0.759864,0.682884,0.661581,0.944399,0.603706,0.034192,0.768207,0.502316,0.299927,0.831453,0.804515,0.451680,0.415023,0.786351,0.253288,0.095831,0.417051,0.955384,0.692981,0.719911,0.516235,0.377354,0.611049,0.202558,0.307226,0.270918,0.106794,0.633344,0.387906,0.927870,0.379992,0.887116,0.612202,0.216781,0.769638,0.537238,0.561925,0.499431,0.484592,0.477888,0.410358,0.840273,0.926472,0.212138,0.903593,0.937695,0.859589,0.126377,0.221899,0.621007,0.674939,0.171765,0.808037,0.160854,0.040639,0.390281,0.176878,0.484914,0.421778,0.828510,0.238585,0.461529,0.775488,0.988321,0.734705,0.226942,0.781620,0.956271,0.169611,0.300613,0.062841,0.653943,0.384745,0.210715,0.999628,0.252202,0.129220,0.845791,0.142125,0.414553,0.114036,0.175808,0.144875,0.995013,0.627743,0.500260,0.584915,0.813531,0.189886,0.586137,0.529509,0.263295,0.828176,0.487743,0.031344,0.019546,0.143226,0.882065,0.896278,0.689850,0.907232,0.019120,0.423928,0.769752,0.845804,0.524649,0.392412,0.740934,0.108625,0.683825,0.439393,0.143374,0.273469,0.788578,0.545644,0.742795,0.833444,0.804846,0.871030,0.264501,0.226557,0.271936,0.685689,0.907158,0.559530,0.915374,0.885911,0.065780,0.957482,0.975926,0.494928,0.995565,0.018479,0.035638,0.309450,0.612120,0.847220,0.375193,0.603333,0.820184,0.883551,0.372368,0.187176,0.098087,0.392691,0.122041,0.942140,0.425959,0.922064,0.453908,0.078148,0.474934,0.884449,0.966846,0.383431,0.442282,0.692058,0.355915,0.283753,0.071928,0.465065,0.537077,0.364800,0.760947,0.100530,0.080927,0.460660,0.433201,0.077442,0.292325,0.545307,0.095683,0.737165,0.933501,0.138200,0.128682,0.977834,0.022206,0.524857,0.161762,0.436252,0.221339,0.870145,0.660947,0.285856,1.000000
0.312020,0.366716,0.200430,0.103521,0.920476,0.834695,0.463922,0.372972,0.901531,0.092871,0.180399,0.888157,0.246320,0.919890,0.485311,0.543005,0.900074,0.068102,0.225614,0.741929,0.812140,0.156649,0.863559,0.011764,0.083542,0.685659,0.474625,0.272835,0.150650,0.295116,0.267698,0.607637,0.642017,0.547993,0.123228,0.672893,0.634356,0.288639,0.391077,0.435896,0.763497,0.333524,0.812629,0.169237,0.050837,0.141237,0.869887,0.032026,0.917785,0.419030,0.530486,0.345194,0.560094,0.988395,0.697162,0.195124,0.360419,0.764944,0.313534,0.011598,0.787368,0.881002,0.939884,0.579518,0.933529,0.241962,0.444092,0.871926,0.494670,0.454352,0.237527,0.204036,0.395949,0.313018,0.243008,0.875069,0.768027,0.620821,0.128321,0.896405,0.319899,0.364136,0.167133,0.057895,0.960629,0.043774,0.313093,0.994812,0.097894,0.535068,0.346727,0.496336,0.539850,0.433334,0.222564,0.007991,0.696790,0.217357,0.335694,0.530789,0.077103,0.983107,0.529990,0.544535,0.236363,0.928626,0.726842,0.873195,0.671078,0.639416,0.765023,0.052691,0.895398,0.526854,0.766729,0.150707,0.823317,0.089774,0.062020,0.242472,0.454880,0.841010,0.533835,0.440195,0.110031,0.757340,0.932068,0.085576,0.603198,0.718617,0.546795,0.157428,0.660705,0.492136,0.563506,0.687417,0.750404,0.436198,0.259664,0.642767,0.445165,0.349927,0.939673,0.764727,0.253549,0.734021,0.724547,0.895750,0.963683,0.640279,0.516561,0.055962,0.879377,0.170857,0.737096,0.063209,0.965834,0.923366,0.867880,0.995883,0.436500,0.704993,0.357716,0.393030,0.401699,0.445506,0.998179,0.945266,0.886805,0.515417,0.772122,0.019512,0.359171,0.135591,0.300979,0.437378,0.056180,0.588941,0.117729,0.401418,0.395977,0.171796,0.777344,0.823326,0.962732,0.805974,0.853434,0.525475,1.000000
0.904721,0.790089,0.417750,0.309933,0.484255,0.968536,0.155214,0.059970,0.472145,0.438364,0.937747,0.273333,0.232440,0.237269,0.855443,0.376331,0.692632,0.846647,0.869260,0.471188,0.521511,0.353823,0.083721,0.557563,0.830290,0.116274,0.861318,0.114043,0.950176,0.309248,0.717227,0.762560,0.273733,0.959704,0.139141,0.323286,0.800118,0.637470,0.214695,0.839101,0.075612,0.016386,0.186070,0.399017,0.970689,0.262268,0.044992,0.016858,0.677974,0.243745,0.373519,0.854101,0.406016,0.443363,0.005408,0.166166,0.117749,0.424468,0.211463,0.531529,0.580059,0.112953,0.110990,0.502477,0.785768,0.573606,0.797699,0.823632,0.768171,0.580523,0.781054,0.814678,0.143721,0.747854,0.744732,0.481009,0.608267,0.899258,0.146152,0.428174,0.504840,0.041356,0.816948,0.040215,0.855251,0.563173,0.774212,0.216228,0.833152,0.301194,0.649619,0.603801,0.987212,0.137500,0.629461,0.187768,0.922868,0.730878,0.729700,0.784907,0.905595,0.045519,0.750662,0.128726,0.839769,0.011415,0.353760,0.354847,0.922414,0.299151,0.114884,0.768603,0.031130,0.509625,0.007762,0.881569,0.228300,0.944255,0.284747,0.769167,0.270004,0.375775,0.817022,0.486329,0.994244,0.617428,0.513753,0.023198,0.301222,0.180373,0.440681,0.498767,0.935636,0.478017,0.108491,0.137461,0.035843,0.703589,0.926051,0.105138,0.557511,0.781218,0.438417,0.980654,0.826002,0.800017,0.150095,0.743630,0.912285,0.950670,0.839257,0.458271,0.447306,0.705519,0.717116,0.340366,0.225631,0.988835,0.881584,0.416104,0.954045,0.242457,0.766923,0.742036,0.385545,0.796617,0.425387,0.761759,0.272871,0.301386,0.006993,0.035403,0.899227,0.284160,0.009041,0.175995,0.562459,0.211586,0.636347,0.712862,0.977742,0.329149,0.404260,0.448407,0.400082,0.479135,0.876867,0.468342,1.000000
0.683136,0.605812,0.478155,0.513623,0.463228,0.393393,0.581964,0.568559,0.504455,0.646215,0.581821,0.513296,0.509522,0.484913,0.583717,0.578772,0.526938,0.477862,0.453031,0.354957,0.267314,0.350767,0.338526,0.609617,0.572725,0.556610,0.400921,0.477246,0.605383,0.431712,0.657548,0.665531,0.257995,0.584827,0.505031,0.612289,0.598869,0.528347,0.453923,0.432620,0.490060,0.456911,0.540779,0.560797,0.511461,0.635340,0.389364,0.458104,0.649631,0.427495,0.510802,0.601238,0.512215,0.512939,0.496347,0.537059,0.571264,0.494797,0.482736,0.518725,0.387773,0.453741,0.516456,0.487867,0.482519,0.471785,0.382077,0.531957,0.683400,0.559428,0.336917,0.576836,0.564330,0.590769,0.596594,0.504223,0.477074,0.427527,0.571534,0.567172,0.662792,0.342949,0.474602,0.416395,0.324002,0.467548,0.481437,0.673555,0.432183,0.473021,0.376529,0.614711,0.580485,0.422257,0.463503,0.393529,0.568572,0.396106,0.546774,0.404146,0.545913,0.483725,0.506029,0.396992,0.484302,0.609775,0.469797,0.401164,0.190944,0.504739,0.435950,0.513712,0.616777,0.426374,0.447855,0.436647,0.578791,0.507733,0.672701,0.612194,0.550795,0.603284,0.767337,0.448404,0.385241,0.552120,0.474797,0.523008,0.641105,0.499450,0.394405,0.512953,0.521877,0.397126,0.407528,0.354827,0.700054,0.677948,0.504943,0.485730,0.447215,0.501538,0.483306,0.497117,0.467131,0.494736,0.425616,0.421799,0.464666,0.527628,0.492129,0.719704,0.472391,0.622637,0.637410,0.561173,0.610267,0.546927,0.512353,0.683806,0.667994,0.457026,0.371837,0.314905,0.378276,0.359284,0.757455,0.515893,0.647104,0.493799,0.576622,0.436719,0.544592,0.651810,0.344273,0.520139,0.465687,0.622251,0.631830,0.426812,0.585632,0.360425,0.700624,0.425274,0.642924,0.530815,0.537839,0.663481,0.000000
0.534386,0.134556,0.803190,0.943429,0.204000,0.430825,0.598919,0.835906,0.987624,0.613541,0.041425,0.760661,0.925550,0.797828,0.834062,0.770538,0.032853,0.423270,0.470212,0.293533,0.283734,0.183727,0.508692,0.906862,0.763593,0.856197,0.596109,0.613084,0.403957,0.438235,0.914539,0.492368,0.020055,0.342299,0.421016,0.183311,0.567482,0.240136,0.496975,0.793408,0.545800,0.353178,0.176670,0.989167,0.179668,0.084940,0.804023,0.638643,0.353142,0.720576,0.538633,0.317131,0.871411,0.740895,0.502740,0.986023,0.937844,0.598189,0.002838,0.329734,0.650581,0.924500,0.533051,0.999660,0.329557,0.299986,0.758364,0.663490,0.864562,0.662522,0.541679,0.516829,0.078592,0.802533,0.505023,0.834769,0.882349,0.375136,0.941776,0.938392,0.265779,0.540124,0.202899,0.503958,0.399435,0.433275,0.721759,0.909313,0.253864,0.667636,0.666342,0.323887,0.378599,0.728507,0.649444,0.787923,0.729123,0.780801,0.733172,0.856764,0.382372,0.434776,0.400394,0.861375,0.740300,0.758398,0.082699,0.540694,0.391411,0.703381,0.873970,0.743968,0.052535,0.816607,0.328090,0.094466,0.083994,0.707722,0.028932,0.728623,0.681143,0.156715,0.482690,0.699212,0.965491,0.724052,0.576107,0.088319,0.672814,0.710727,0.415522,0.849626,0.557994,0.724904,0.266766,0.937274,0.490398,0.845187,0.684261,0.130325,0.141524,0.368179,0.582843,0.719005,0.743438,0.028550,0.776705,0.759211,0.479991,0.704680,0.926834,0.278140,0.523051,0.587398,0.321134,0.587031,0.293079,0.284467,0.183103,0.803445,0.857913,0.559151,0.821917,0.290749,0.752216,0.698350,0.515193,0.410203,0.759060,0.255870,0.292954,0.925325,0.219395,0.043228,0.247853,0.132845,0.023305,0.158452,0.460507,0.083681,0.853771,0.943881,0.720018,0.816507,0.875118,0.649351,0.577982,0.198268,1.000000
0.427388,0.486929,0.477497,0.458954,0.590382,0.648837,0.486579,0.515708,0.418604,0.508247,0.557976,0.467348,0.423168,0.639524,0.460797,0.385388,0.552134,0.607965,0.720335,0.378460,0.476533,0.515359,0.509184,0.402486,0.330896,0.467648,0.533742,0.612880,0.465690,0.571004,0.462251,0.529276,0.381051,0.549010,0.459243,0.573003,0.456216,0.469150,0.427078,0.352177,0.534640,0.469962,0.351299,0.548029,0.464302,0.489931,0.473413,0.444462,0.798446,0.516595,0.412202,0.446076,0.397681,0.516763,0.534722,0.671208,0.450146,0.670212,0.495351,0.591893,0.639843,0.531112,0.594356,0.423321,0.320208,0.646625,0.451511,0.387455,0.590774,0.427199,0.455660,0.349747,0.424268,0.393040,0.423657,0.417838,0.563884,0.504870,0.515110,0.561925,0.464505,0.337417,0.552179,0.364107,0.443390,0.362321,0.481637,0.332819,0.661299,0.479936,0.600242,0.569025,0.546189,0.447511,0.316606,0.734981,0.404697,0.510724,0.489726,0.518685,0.421841,0.352479,0.550917,0.538452,0.606972,0.356775,0.605363,0.525758,0.599912,0.506048,0.475436,0.569276,0.595771,0.345561,0.492974,0.481251,0.404455,0.462475,0.567477,0.603477,0.584889,0.538187,0.412804,0.605124,0.446306,0.378869,0.507835,0.582204,0.532137,0.514739,0.643785,0.416833,0.465932,0.491845,0.581425,0.452350,0.576161,0.548496,0.370536,0.541965,0.676288,0.451854,0.471556,0.348221,0.513990,0.488886,0.521813,0.341270,0.562527,0.558813,0.474636,0.621109,0.603367,0.518945,0.593784,0.661397,0.581323,0.445676,0.597993,0.498799,0.333259,0.481625,0.491669,0.445255,0.431842,0.438982,0.699448,0.559243,0.378574,0.554630,0.176187,0.441868,0.480237,0.557753,0.624001,0.621994,0.423877,0.351042,0.288151,0.624991,0.642014,0.743503,0.583310,0.517600,0.548912,0.400475,0.420962,0.424944,0.000000
0.434053,0.448090,0.414352,0.300382,0.589600,0.545944,0.638840,0.634574,0.697370,0.475625,0.678462,0.655353,0.383070,0.579671,0.414049,0.494533,0.503068,0.598089,0.658343,0.657287,0.474033,0.486561,0.435780,0.521075,0.477263,0.503378,0.542571,0.419583,0.564275,0.719901,0.480422,0.595909,0.435345,0.569188,0.594794,0.378376,0.561754,0.381096,0.413338,0.491827,0.562669,0.481265,0.392874,0.408949,0.622938,0.314677,0.639184,0.618423,0.477878,0.642790,0.396452,0.543519,0.574131,0.426194,0.604525,0.436834,0.502501,0.513626,0.607358,0.291262,0.362938,0.452570,0.544771,0.331406,0.502418,0.348943,0.521110,0.445787,0.554764,0.624828,0.392101,0.409047,0.359695,0.740466,0.558719,0.492211,0.547819,0.329769,0.451719,0.564509,0.298439,0.588657,0.463365,0.412243,0.531400,0.418555,0.768297,0.496618,0.514020,0.479306,0.625583,0.508902,0.549729,0.478732,0.369312,0.414699,0.514137,0.604518,0.452196,0.499776,0.565750,0.358040,0.576296,0.583183,0.599497,0.580987,0.369899,0.434977,0.661699,0.544541,0.514029,0.523087,0.362567,0.565693,0.640778,0.596213,0.526203,0.458671,0.666645,0.496963,0.349355,0.358756,0.526012,0.474096,0.488390,0.526211,0.484042,0.641812,0.645353,0.455280,0.620661,0.482010,0.491521,0.603934,0.514350,0.673980,0.521040,0.493115,0.379639,0.384783,0.575438,0.702346,0.623373,0.618999,0.435594,0.405580,0.413056,0.480488,0.447723,0.474122,0.564588,0.557286,0.470040,0.634452,0.293232,0.601647,0.435467,0.608736,0.409701,0.359593,0.506806,0.636946,0.450958,0.554976,0.358775,0.558813,0.457021,0.627580,0.576763,0.481986,0.510605,0.537166,0.558982,0.479467,0.514567,0.452440,0.609421,0.573663,0.371939,0.440625,0.587960,0.395836,0.221984,0.471830,0.176676,0.479118,0.668995,0.405336,0.000000
0.964415,0.401448,0.673253,0.677047,0.497553,0.919545,0.539348,0.175968,0.428086,0.531216,0.574954,0.445865,0.626625,0.323418,0.723949,0.202329,0.460584,0.777015,0.719358,0.928369,0.741576,0.022951,0.798776,0.786517,0.892701,0.161606,0.003503,0.254388,0.852159,0.523582,0.683259,0.721146,0.214574,0.301064,0.662075,0.765717,0.413622,0.905579,0.073100,0.218461,0.935374,0.186507,0.272323,0.145130,0.707378,0.304594,0.260931,0.996561,0.569466,0.960740,0.239879,0.502707,0.926187,0.361757,0.279324,0.065075,0.936445,0.662069,0.970354,0.464158,0.933561,0.593564,0.327030,0.371744,0.656766,0.234977,0.133925,0.285499,0.230303,0.706904,0.126236,0.315933,0.152685,0.510313,0.909103,0.943574,0.940363,0.156449,0.938839,0.827011,0.607645,0.767745,0.864350,0.434091,0.542665,0.718153,0.335407,0.729884,0.574545,0.039414,0.703701,0.450488,0.615407,0.013554,0.331034,0.089241,0.191599,0.134826,0.038753,0.452345,0.987086,0.381916,0.427222,0.533988,0.554759,0.757360,0.025675,0.224492,0.747220,0.206922,0.173859,0.222336,0.056286,0.179692,0.838735,0.294030,0.884017,0.698414,0.473706,0.301038,0.125560,0.758509,0.199115,0.365504,0.445212,0.635963,0.746440,0.488712,0.920329,0.731648,0.553475,0.387078,0.089064,0.629309,0.336439,0.549109,0.010687,0.425954,0.401471,0.067837,0.795501,0.352413,0.479712,0.952220,0.820075,0.680843,0.108773,0.064869,0.466427,0.298345,0.558643,0.108055,0.461332,0.007375,0.553801,0.818200,0.962329,0.707553,0.303090,0.392217,0.560777,0.577017,0.056487,0.974666,0.902633,0.358263,0.895589,0.667798,0.053242,0.072513,0.461784,0.439629,0.953055,0.386281,0.321776,0.373695,0.907939,0.101816,0.099892,0.481170,0.888097,0.186982,0.823066,0.444139,0.495594,0.709132,0.309237,0.565226,1.000000
0.611408,0.407822,0.597301,0.568136,0.078581,0.339321,0.288399,0.475972,0.996954,0.558870,0.643678,0.448325,0.662927,0.362951,0.172828,0.254129,0.356804,0.467662,0.173792,0.885294,0.629908,0.539454,0.957617,0.324340,0.948545,0.851113,0.272418,0.684175,0.142038,0.991477,0.956717,0.449785,0.832926,0.943265,0.837062,0.570247,0.683185,0.874832,0.110248,0.431260,0.614304,0.598960,0.498721,0.310377,0.157796,0.548883,0.657105,0.514650,0.778668,0.013638,0.828442,0.967067,0.491163,0.597461,0.046702,0.104405,0.259282,0.015856,0.296422,0.887621,0.594325,0.286905,0.101036,0.409300,0.980304,0.995620,0.131381,0.154331,0.649208,0.764797,0.575369,0.632107,0.184668,0.909341,0.945588,0.605906,0.574552,0.424625,0.180804,0.276936,0.738424,0.101276,0.745949,0.808205,0.647457,0.437698,0.169186,0.339539,0.152240,0.183117,0.740590,0.962443,0.075066,0.501149,0.416767,0.700022,0.416717,0.508857,0.114068,0.681952,0.361301,0.384892,0.947570,0.059388,0.285488,0.663946,0.896747,0.679024,0.794238,0.440719,0.522733,0.001572,0.058445,0.785954,0.284913,0.690514,0.428875,0.095111,0.303059,0.353479,0.014290,0.202364,0.305599,0.269825,0.406857,0.958497,0.499867,0.592685,0.495241,0.928681,0.233879,0.475394,0.909569,0.106006,0.008576,0.883403,0.752888,0.359813,0.296107,0.769058,0.756554,0.720202,0.673985,0.569644,0.917408,0.806061,0.060889,0.312893,0.970651,0.286142,0.019748,0.882114,0.671547,0.146558,0.560146,0.999446,0.268493,0.387798,0.154652,0.034799,0.233869,0.325320,0.665353,0.242512,0.406770,0.160302,0.755330,0.663088,0.879512,0.783523,0.056681,0.061343,0.398110,0.176600,0.965805,0.750933,0.503153,0.289791,0.136237,0.930869,0.080827,0.392923,0.240367,0.379689,0.501628,0.633488,0.534746,0.565853,1.000000
0.832187,0.375941,0.283283,0.488990,0.915966,0.929759,0.440517,0.366568,0.971674,0.453283,0.398006,0.242331,0.066423,0.862551,0.589856,0.807161,0.861938,0.966479,0.723472,0.465770,0.257585,0.641599,0.643630,0.404008,0.642941,0.961813,0.858029,0.255185,0.801418,0.474256,0.803210,0.462857,0.793127,0.524854,0.190720,0.575399,0.403437,0.877542,0.178967,0.619621,0.239941,0.056570,0.276347,0.351782,0.802733,0.818139,0.996921,0.795243,0.145357,0.584292,0.509305,0.310605,0.542654,0.990625,0.887669,0.659569,0.540525,0.597497,0.842551,0.672315,0.380481,0.416230,0.378910,0.429714,0.821529,0.789179,0.345629,0.212998,0.322243,0.237307,0.181968,0.260215,0.970643,0.270526,0.477215,0.777275,0.493302,0.504994,0.154897,0.259796,0.180170,0.395561,0.764180,0.373960,0.249211,0.501338,0.124984,0.791852,0.964384,0.557213,0.499623,0.174564,0.413403,0.671716,0.425755,0.364573,0.049934,0.511323,0.794137,0.951351,0.509142,0.805671,0.893153,0.416935,0.684216,0.071140,0.701791,0.442624,0.996094,0.155439,0.379133,0.892195,0.706056,0.190757,0.651751,0.596039,0.857156,0.360125,0.538507,0.453021,0.378744,0.710354,0.371711,0.580216,0.376264,0.674960,0.384818,0.073595,0.251651,0.494258,0.083965,0.285334,0.385206,0.142132,0.650459,0.413713,0.874676,0.760250,0.071482,0.404643,0.278177,0.167702,0.891982,0.704434,0.480281,0.609301,0.860746,0.092953,0.656387,0.698533,0.686942,0.774249,0.689923,0.399523,0.580607,0.796230,0.684870,0.424815,0.975011,0.165910,0.603558,0.739202,0.365788,0.922281,0.791146,0.654299,0.364189,0.771476,0.323447,0.226709,0.824445,0.325943,0.928193,0.532557,0.139010,0.266314,0.947925,0.581815,0.737528,0.856702,0.104177,0.985993,0.249766,0.031234,0.583484,0.476023,0.252062,0.165270,1.000000
0.428929,0.435681,0.360322,0.804273,0.428939,0.803281,0.866549,0.947994,0.499293,0.776748,0.173377,0.702432,0.513513,0.743655,0.341426,0.158773,0.038327,0.811622,0.238865,0.305552,0.739696,0.766309,0.514938,0.315870,0.409963,0.413599,0.475051,0.482942,0.747185,0.712203,0.446936,0.803585,0.599133,0.091759,0.369990,0.996506,0.529450,0.529490,0.037392,0.056274,0.453308,0.647216,0.976013,0.915924,0.224554,0.780732,0.725378,0.201645,0.169532,0.279284,0.566264,0.474526,0.927429,0.991969,0.154091,0.904419,0.975089,0.092825,0.235584,0.726451,0.579779,0.056534,0.713350,0.125477,0.222990,0.886455,0.035288,0.577684,0.751697,0.192366,0.991079,0.943585,0.742372,0.650678,0.042946,0.825895,0.562945,0.495782,0.126741,0.787378,0.852049,0.138737,0.194822,0.432727,0.883804,0.960632,0.703172,0.887334,0.680402,0.912517,0.985852,0.672861,0.598872,0.608699,0.316282,0.036377,0.588388,0.546171,0.376259,0.413989,0.303798,0.942856,0.559053,0.239409,0.262806,0.597779,0.216419,0.355925,0.283345,0.642821,0.260023,0.499857,0.825435,0.775388,0.564449,0.441537,0.074502,0.375783,0.572420,0.322466,0.003515,0.055014,0.870119,0.603935,0.268765,0.411437,0.054894,0.794234,0.478658,0.775912,0.905529,0.587904,0.597253,0.141193,0.558590,0.726436,0.778238,0.638963,0.336898,0.995329,0.831759,0.846175,0.268027,0.378444,0.463680,0.839645,0.196597,0.013972,0.228085,0.839714,0.265287,0.811029,0.202991,0.225768,0.499266,0.663444,0.586356,0.221688,0.457906,0.640781,0.829654,0.605076,0.009581,0.509717,0.664461,0.911495,0.174095,0.211261,0.715960,0.297082,0.532558,0.123182,0.310427,0.316513,0.784050,0.877903,0.299994,0.354862,0.856789,0.848281,0.857752,0.010766,0.103064,0.238197,0.365345,0.434673,0.654105,0.833357,1.000000
0.147501,0.940363,0.466627,0.752193,0.212937,0.805614,0.184214,0.721315,0.689193,0.559909,0.576960,0.386830,0.585566,0.327090,0.677691,0.260332,0.138012,0.649238,0.465238,0.144588,0.892225,0.419697,0.396808,0.876722,0.433596,0.845087,0.432047,0.772662,0.359909,0.448148,0.178106,0.858201,0.519344,0.727301,0.646995,0.166526,0.090111,0.504657,0.729912,0.891963,0.697834,0.628438,0.345009,0.585609,0.682613,0.023179,0.029363,0.133127,0.923109,0.807761,0.615618,0.335874,0.387157,0.848531,0.872341,0.218755,0.030836,0.884047,0.955744,0.674802,0.061563,0.901428,0.718477,0.823039,0.284768,0.350660,0.945531,0.187982,0.795107,0.092369,0.655363,0.531003,0.181978,0.630208,0.974669,0.176443,0.459821,0.496629,0.241641,0.338037,0.820125,0.981561,0.282502,0.757485,0.821592,0.407291,0.026342,0.230860,0.906830,0.004645,0.563424,0.653167,0.936181,0.773932,0.609592,0.571114,0.998512,0.628878,0.429068,0.840616,0.418842,0.761375,0.411890,0.623238,0.186244,0.595655,0.426917,0.655746,0.821459,0.727046,0.153750,0.849539,0.883949,0.761687,0.928621,0.677528,0.396246,0.446094,0.515073,0.500656,0.373614,0.739663,0.786962,0.422360,0.350203,0.299679,0.150544,0.395550,0.968432,0.754560,0.377293,0.719202,0.767054,0.378190,0.971937,0.639214,0.172564,0.051777,0.964700,0.627028,0.410964,0.068402,0.434862,0.190599,0.151241,0.305596,0.732951,0.762722,0.456152,0.357294,0.383095,0.878049,0.046464,0.346508,0.040572,0.153526,0.626281,0.592480,0.692547,0.767625,0.658065,0.997963,0.456773,0.438700,0.417564,0.055961,0.469387,0.484001,0.863319,0.369074,0.793632,0.348747,0.562375,0.554573,0.808626,0.125758,0.452153,0.006956,0.051035,0.605416,0.362458,0.025984,0.987849,0.867132,0.321498,0.092858,0.662911,0.728760,1.000000
